"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize"
"Didelphis marsupialis","B","TEAMS_VB","S",4,1091.16,1,0,7.09,-999,1
"Leopardus pardalis","B","TEAMS_VB","G",3,11900.08,1,0,1.66,-999,-999
"Eira barbara","B","TEAMS_VB","G",2,3910.03,1,1,2.14,-999,-999
"Puma concolor","B","TEAMS_VB","G",1,51600.04,1,1,2.76,-999,1
"Nasua narica","B","TEAMS_VB","S",3,4030.05,0,1,4,-999,-999
"Tapirus bairdii","B","TEAMS_VB","G",1,299999.13,1,0,1,-999,1
"Mazama temama","B","TEAMS_VB","G",2,18809.87,1,1,-999,-999,-999
"Tamandua mexicana","B","TEAMS_VB","S",1,4209.98,1,1,-999,-999,1
"Conepatus semistriatus","B","TEAMS_VB","G",3,1200,1,0,3.49,-999,-999
"Leopardus wiedii","B","TEAMS_VB","S",2,3249.97,1,0,1.5,-999,-999
"Philander opossum","B","TEAMS_VB","S",5,585.5,1,1,4.75,-999,1
"Panthera onca","B","TEAMS_VB","G",3,1e+05,1,1,1.96,1,1
"Procyon lotor","B","TEAMS_VB","G",4,5524.97,1,0,3.06,-999,-999
"Bassariscus sumichrasti","B","TEAMS_VB","Ar",3,899.99,1,0,2,-999,-999
"Odocoileus virginianus","B","TEAMS_VB","G",2,55508.56,1,0,1.57,-999,2.25
"Leopardus tigrinus","B","TEAMS_VB","S",1,2250,1,1,-999,-999,-999
"Urocyon cinereoargenteus","C","TEAMS_VB","G",5,3833.72,1,0,3.71,-999,-999
"Cabassous centralis","C","TEAMS_VB","G",1,3809.96,1,0,1,-999,1
"Cuniculus paca","C","TEAMS_VB","G",3,8172.55,1,0,1.01,-999,1
"Alouatta palliata","C","TEAMS_VB","Ar",2,7274.95,0,1,1.02,-999,13.1
"Choloepus hoffmanni","C","TEAMS_VB","Ar",2,4750.01,1,0,1,-999,1
"Didelphis virginiana","C","TEAMS_VB","S",4,2195.48,1,0,8.62,-999,1
"Bradypus variegatus","C","TEAMS_VB","Ar",1,4335.01,1,1,1,-999,1
"Bassaricyon gabbii","C","TEAMS_VB","Ar",3,1250,1,0,1,-999,-999
"Potos flavus","C","TEAMS_VB","Ar",3,3000,1,0,1.11,-999,1
"Ateles geoffroyi","C","TEAMS_VB","Ar",5,5284.94,0,1,1.01,-999,42
"Dasyprocta punctata","C","TEAMS_VB","G",3,2674.98,0,1,1.25,-999,1
"Myrmecophaga tridactyla","C","TEAMS_VB","G",1,22333.15,1,1,1,1,1
"Galictis vittata","C","TEAMS_VB","G",5,3200,1,1,-999,-999,-999
"Canis latrans","C","TEAMS_VB","G",3,13406.33,1,0,5.72,-999,-999
"Chironectes minimus","C","TEAMS_VB","G",3,946,1,0,3.24,-999,1
"Lontra longicaudis","C","TEAMS_VB","G",3,6554.96,1,0,3.69,-999,-999
"Cercopithecus mitis","B","TEAMS_VIR","Ar",4,5000,0,1,1,-999,16
"Cephalophus nigrifrons","B","TEAMS_VIR","G",3,13899.85,1,0,-999,-999,-999
"Leptailurus serval","B","TEAMS_VIR","G",1,11999.97,1,0,2.35,-999,-999
"Tragelaphus scriptus","B","TEAMS_VIR","G",1,43250.39,1,1,1,-999,1
"Syncerus caffer","B","TEAMS_VIR","G",1,580002.68,1,0,1.08,3000,12
"Dendrohyrax arboreus","B","TEAMS_VIR","Ar",2,2949.99,1,0,1.51,-999,1
"Genetta servalina","B","TEAMS_VIR","Ar",3,1054.99,1,0,1.5,-999,-999
"Gorilla beringei","B","TEAMS_VIR","G",2,149325.19,0,1,-999,-999,-999
"Canis adustus","B","TEAMS_VIR","G",4,10249.91,1,0,4.5,-999,-999
"Loxodonta africana","B","TEAMS_VIR","G",1,3940034.28,1,1,0.84,-999,19.5
"Chlorocebus tantalus","C","TEAMS_VIR","S",3,4993,0,1,-999,-999,-999
"Chlorocebus pygerythrus","C","TEAMS_VIR","S",4,4993,0,1,-999,-999,-999
"Atherurus africanus","C","TEAMS_VIR","G",2,1934,1,0,1.5,-999,1
"Orycteropus afer","C","TEAMS_VIR","G",1,52350.4,1,0,1.1,-999,1
"Kobus ellipsiprymnus","C","TEAMS_VIR","G",1,210000.34,1,1,1,-999,12
"Cercopithecus ascanius","C","TEAMS_VIR","Ar",5,3550,0,1,1.01,34,26.3
"Ceratotherium simum","C","TEAMS_VIR","G",1,2949986.31,1,1,1,3.75,3.75
"Diceros bicornis","C","TEAMS_VIR","G",1,1180510.9,1,0,1,1,1
"Ichneumia albicauda","C","TEAMS_VIR","G",4,3500.02,1,0,2.35,-999,-999
"Hystrix africaeaustralis","C","TEAMS_VIR","G",2,14936.02,1,0,1.51,-999,1.5
"Potamochoerus larvatus","C","TEAMS_VIR","G",4,48781.25,1,0,2.73,7.2,8
"Philantomba monticola","C","TEAMS_VIR","G",3,4896.05,1,0,0.98,-999,1.9
"Phacochoerus africanus","C","TEAMS_VIR","G",3,82500,1,0,-999,-999,-999
"Ictonyx striatus","C","TEAMS_VIR","G",4,1299.99,1,0,2.3,-999,-999
"Genetta victoriae","C","TEAMS_VIR","Ar",3,2999.99,1,0,-999,-999,-999
"Civettictis civetta","C","TEAMS_VIR","G",6,11999.97,1,0,2.31,-999,-999
"Cephalophus silvicultor","C","TEAMS_VIR","G",3,72500.33,1,0,1,-999,1
"Otolemur crassicaudatus","C","TEAMS_VIR","Ar",3,1500,1,0,1.14,-999,3.5
"Nandinia binotata","C","TEAMS_VIR","Ar",3,2000,1,0,1.84,-999,-999
"Cricetomys emini","C","TEAMS_VIR","G",4,1299.99,1,0,0.97,-999,-999
"Hystrix cristata","C","TEAMS_VIR","G",2,16250,1,0,1.73,-999,-999
"Hylochoerus meinertzhageni","C","TEAMS_VIR","G",1,188500,1,0,4,-999,10
"Lophocebus albigena","C","TEAMS_VIR","Ar",2,7690.06,0,1,1.01,17,16
"Herpestes ichneumon","C","TEAMS_VIR","G",5,5174.98,1,1,3,-999,-999
"Thryonomys gregorianus","C","TEAMS_VIR","G",3,2707.14,1,0,2.91,-999,1
"Papio anubis","C","TEAMS_VIR","G",4,17728.56,0,1,1.01,44.5,40
"Genetta maculata","C","TEAMS_VIR","Ar",3,2225,1,0,2.12,-999,-999
"Anomalurus derbianus","C","TEAMS_VIR","Ar",4,649.99,1,0,1,-999,1
"Procavia capensis","C","TEAMS_VIR","G",1,3029.98,0,1,2.5,47,17
"Sylvicapra grimmia","C","TEAMS_VIR","G",3,19499.79,1,0,0.98,-999,1
"Crocuta crocuta","C","TEAMS_VIR","G",1,66492.06,1,0,1.91,-999,-999
"Cephalophus weynsi","C","TEAMS_VIR","G",3,17000,1,0,-999,-999,-999
"Mellivora capensis","C","TEAMS_VIR","G",5,8500,0,1,2.35,-999,-999
"Mungos mungo","C","TEAMS_VIR","G",2,1925,0,1,2.68,-999,-999
"Hydrictis maculicollis","C","TEAMS_VIR","G",3,4180.53,1,1,2,-999,-999
"Potamogale velox","C","TEAMS_VIR","G",3,659.99,1,0,2.5,1,1
"Thryonomys swinderianus","C","TEAMS_VIR","G",3,3180.02,1,0,3.88,-999,1
"Tragelaphus spekii","C","TEAMS_VIR","G",1,77999.17,1,1,1,-999,6
"Atilax paludinosus","C","TEAMS_VIR","G",4,3299.97,1,0,2,-999,-999
"Puma concolor","A","TEAMS_YAN","G",1,51600.04,1,1,2.76,-999,1
"Eira barbara","A","TEAMS_YAN","G",2,3910.03,1,1,2.14,-999,-999
"Procyon cancrivorus","A","TEAMS_YAN","G",5,6949.92,1,0,2.62,-999,-999
"Leopardus wiedii","A","TEAMS_YAN","S",2,3249.97,1,0,1.5,-999,-999
"Myrmecophaga tridactyla","A","TEAMS_YAN","G",1,22333.15,1,1,1,1,1
"Dasypus kappleri","A","TEAMS_YAN","G",1,9500,1,0,4.47,-999,1
"Cebus albifrons","A","TEAMS_YAN","Ar",6,2629,0,1,1.01,-999,25
"Metachirus nudicaudatus","A","TEAMS_YAN","S",5,375,1,0,3.87,-999,1
"Lagothrix cana","A","TEAMS_YAN","Ar",3,6.4,0,1,-999,-999,-999
"Cabassous unicinctus","A","TEAMS_YAN","G",1,4799.99,1,0,1,-999,1
"Atelocynus microtis","A","TEAMS_YAN","G",2,7749.97,1,0,-999,-999,1
"Dasypus novemcinctus","B","TEAMS_YAN","G",1,4203.78,1,0,3.96,-999,1
"Didelphis marsupialis","B","TEAMS_YAN","S",4,1091.16,1,0,7.09,-999,1
"Nasua nasua","B","TEAMS_YAN","S",3,3793.85,0,1,3.69,-999,-999
"Pecari tajacu","B","TEAMS_YAN","G",4,21266.69,1,0,1.56,11.65,20
"Leopardus pardalis","B","TEAMS_YAN","G",3,11900.08,1,0,1.66,-999,-999
"Tapirus terrestris","B","TEAMS_YAN","G",1,207500.91,1,0,1,-999,1
"Mazama americana","B","TEAMS_YAN","G",2,22799.75,1,1,1.22,-999,1
"Panthera onca","B","TEAMS_YAN","G",3,1e+05,1,1,1.96,1,1
"Tremarctos ornatus","B","TEAMS_YAN","G",2,140000.63,1,0,1.44,-999,-999
"Tamandua tetradactyla","B","TEAMS_YAN","S",1,5515.06,1,1,1,-999,1
"Speothos venaticus","B","TEAMS_YAN","G",1,5999.98,0,1,3.8,-999,-999
"Coendou prehensilis","C","TEAMS_YAN","Ar",2,4399.97,1,0,0.98,-999,1
"Saimiri boliviensis","C","TEAMS_YAN","Ar",5,615.01,0,1,1.02,-999,60
"Conepatus chinga","C","TEAMS_YAN","G",3,1917.52,1,0,-999,-999,-999
"Alouatta seniculus","C","TEAMS_YAN","Ar",2,6145.54,0,1,1.42,-999,7.9
"Sciurus igniventris","C","TEAMS_YAN","Ar",3,700,0,1,-999,-999,1
"Leopardus colocolo","C","TEAMS_YAN","G",1,5157.94,1,0,-999,-999,-999
"Didelphis pernigra","C","TEAMS_YAN","S",4,1260.04,1,0,-999,-999,-999
"Priodontes maximus","C","TEAMS_YAN","G",2,45359.68,1,0,1.5,-999,1
"Lagidium viscacia","C","TEAMS_YAN","G",1,1540,0,0,1,-999,-999
"Aotus nigriceps","C","TEAMS_YAN","Ar",6,1060.01,1,0,-999,-999,3.3
"Ateles chamek","C","TEAMS_YAN","Ar",5,5999.98,0,1,-999,-999,-999
"Bassaricyon alleni","C","TEAMS_YAN","Ar",3,1235.01,1,0,-999,-999,-999
"Tayassu pecari","C","TEAMS_YAN","G",5,32233.69,1,0,2,102.5,102.5
"Coendou bicolor","C","TEAMS_YAN","Ar",2,4050.05,1,0,1,-999,2
"Cuniculus taczanowskii","C","TEAMS_YAN","G",3,8999.95,1,0,1,-999,-999
"Lycalopex culpaeus","C","TEAMS_YAN","G",4,8616.24,1,0,4.88,-999,-999
"Chironectes minimus","C","TEAMS_YAN","G",3,946,1,0,3.24,-999,1
"Hydrochoerus hydrochaeris","C","TEAMS_YAN","G",2,48144.91,0,1,3.49,-999,10
"Lontra longicaudis","C","TEAMS_YAN","G",3,6554.96,1,0,3.69,-999,-999
"Saimiri sciureus","A","TEAMS_YAS","Ar",5,743.24,0,1,1,-999,34.85
"Cebus albifrons","A","TEAMS_YAS","Ar",6,2629,0,1,1.01,-999,25
"Philander andersoni","A","TEAMS_YAS","S",5,325,1,1,-999,-999,1
"Sylvilagus brasiliensis","A","TEAMS_YAS","G",1,949.99,1,0,1.9,-999,1
"Metachirus nudicaudatus","A","TEAMS_YAS","S",5,375,1,0,3.87,-999,1
"Mazama gouazoubira","A","TEAMS_YAS","G",3,16633.17,1,1,1,-999,1
"Mazama americana","B","TEAMS_YAS","G",2,22799.75,1,1,1.22,-999,1
"Dasypus novemcinctus","B","TEAMS_YAS","G",1,4203.78,1,0,3.96,-999,1
"Atelocynus microtis","B","TEAMS_YAS","G",2,7749.97,1,0,-999,-999,1
"Tapirus terrestris","B","TEAMS_YAS","G",1,207500.91,1,0,1,-999,1
"Leopardus pardalis","B","TEAMS_YAS","G",3,11900.08,1,0,1.66,-999,-999
"Eira barbara","B","TEAMS_YAS","G",2,3910.03,1,1,2.14,-999,-999
"Pecari tajacu","B","TEAMS_YAS","G",4,21266.69,1,0,1.56,11.65,20
"Myrmecophaga tridactyla","B","TEAMS_YAS","G",1,22333.15,1,1,1,1,1
"Didelphis marsupialis","B","TEAMS_YAS","S",4,1091.16,1,0,7.09,-999,1
"Tamandua tetradactyla","B","TEAMS_YAS","S",1,5515.06,1,1,1,-999,1
"Nasua nasua","B","TEAMS_YAS","S",3,3793.85,0,1,3.69,-999,-999
"Dasypus kappleri","B","TEAMS_YAS","G",1,9500,1,0,4.47,-999,1
"Tayassu pecari","B","TEAMS_YAS","G",5,32233.69,1,0,2,102.5,102.5
"Procyon cancrivorus","B","TEAMS_YAS","G",5,6949.92,1,0,2.62,-999,-999
"Panthera onca","B","TEAMS_YAS","G",3,1e+05,1,1,1.96,1,1
"Galictis vittata","B","TEAMS_YAS","G",5,3200,1,1,-999,-999,-999
"Speothos venaticus","B","TEAMS_YAS","G",1,5999.98,0,1,3.8,-999,-999
"Priodontes maximus","B","TEAMS_YAS","G",2,45359.68,1,0,1.5,-999,1
"Puma concolor","B","TEAMS_YAS","G",1,51600.04,1,1,2.76,-999,1
"Leopardus wiedii","B","TEAMS_YAS","S",2,3249.97,1,0,1.5,-999,-999
"Choloepus didactylus","B","TEAMS_YAS","Ar",2,5160,1,0,1,-999,1
"Coendou prehensilis","C","TEAMS_YAS","Ar",2,4399.97,1,0,0.98,-999,1
"Myoprocta pratti","C","TEAMS_YAS","G",3,966.73,0,1,1.77,-999,-999
"Echimys saturnus","C","TEAMS_YAS","Ar",2,626.9,1,0,-999,-999,-999
"Mustela africana","C","TEAMS_YAS","G",2,536.99,1,1,-999,-999,-999
"Alouatta seniculus","C","TEAMS_YAS","Ar",2,6145.54,0,1,1.42,-999,7.9
"Cuniculus paca","C","TEAMS_YAS","G",3,8172.55,1,0,1.01,-999,1
"Sciurus igniventris","C","TEAMS_YAS","Ar",3,700,0,1,-999,-999,1
"Leopardus tigrinus","C","TEAMS_YAS","S",1,2250,1,1,-999,-999,-999
"Bradypus variegatus","C","TEAMS_YAS","Ar",1,4335.01,1,1,1,-999,1
"Cabassous unicinctus","C","TEAMS_YAS","G",1,4799.99,1,0,1,-999,1
"Potos flavus","C","TEAMS_YAS","Ar",3,3000,1,0,1.11,-999,1
"Dasyprocta fuliginosa","C","TEAMS_YAS","G",3,3500.02,0,1,-999,-999,2
"Bassaricyon alleni","C","TEAMS_YAS","Ar",3,1235.01,1,0,-999,-999,-999
"Aotus vociferans","C","TEAMS_YAS","Ar",6,872.99,1,0,1.02,-999,3.3
"Dactylomys dactylinus","C","TEAMS_YAS","Ar",1,649.99,1,0,-999,-999,2
"Coendou bicolor","C","TEAMS_YAS","Ar",2,4050.05,1,0,1,-999,2
"Dinomys branickii","C","TEAMS_YAS","G",2,12500,1,0,1.97,-999,-999
"Chironectes minimus","C","TEAMS_YAS","G",3,946,1,0,3.24,-999,1
"Hydrochoerus hydrochaeris","C","TEAMS_YAS","G",2,48144.91,0,1,3.49,-999,10
"Lontra longicaudis","C","TEAMS_YAS","G",3,6554.96,1,0,3.69,-999,-999
"Pteronura brasiliensis","C","TEAMS_YAS","G",2,23999.93,0,1,2.12,-999,-999
"Sotalia fluviatilis","C","TEAMS_YAS","M",2,60000,0,1,0.97,4,9
"Muntiacus montanus","A","TEAMS_BBS","G",2,15925.79,1,1,1,-999,-999
"Neofelis diardi","B","TEAMS_BBS","S",1,19675.75,0,1,2.25,1,1
"Aonyx cinereus","B","TEAMS_BBS","G",3,3527.59,1,0,1.47,-999,-999
"Cephalopachus bancanus","C","TEAMS_BBS","Ar",1,94.25,1,0,1,-999,1
"Presbytis mitrata","C","TEAMS_BBS","Ar",3,6300,0,1,1.01,14.5,14
"Galeopterus variegatus","C","TEAMS_BBS","Ar",1,1112.2,1,0,1,-999,-999
"Herpailurus yagouaroundi","A","TEAMS_BCI","G",3,6875,0,1,2.5,-999,-999
"Transandinomys talamancae","C","TEAMS_BCI","G",4,55,1,1,-999,-999,1
"Coendou quichua","C","TEAMS_BCI","Ar",2,2000,1,0,-999,-999,-999
"Aotus zonalis","C","TEAMS_BCI","Ar",6,872.99,1,0,1.01,-999,-999
"Sylvilagus gabbi","C","TEAMS_BCI","G",1,949.99,1,0,1.9,-999,1
"Bassaricyon medius","C","TEAMS_BCI","Ar",3,1235.01,1,0,-999,-999,-999
"Transandinomys bolivaris","C","TEAMS_BCI","G",4,60.5,1,1,3.23,-999,1
"Cebus imitator","C","TEAMS_BCI","Ar",6,2733.32,0,1,1.01,-999,18.15
"Caracal aurata","B","TEAMS_BIF","S",1,10650.01,1,1,2.25,-999,-999
"Galagoides demidoff","B","TEAMS_BIF","Ar",3,66.04,1,0,1.29,-999,5.5
"Phataginus tricuspis","B","TEAMS_BIF","S",1,2066.67,1,0,1,-999,-999
"Herpestes sanguineus","B","TEAMS_BIF","G",3,550,0,1,2.5,-999,-999
"Allochrocebus lhoesti","C","TEAMS_BIF","Ar",4,5375.02,0,1,1,-999,17.4
"Hylomyscus vulcanorum","C","TEAMS_BIF","Ar",3,36,1,0,4.61,-999,-999
"Dendromus kivu","C","TEAMS_BIF","G",6,13.72,1,0,-999,-999,-999
"Galagoides thomasi","C","TEAMS_BIF","Ar",2,117.35,1,0,-999,-999,1
"Perodicticus ibeanus","C","TEAMS_BIF","Ar",3,1099.99,1,0,1.09,-999,1
"Smutsia gigantea","C","TEAMS_BIF","G",1,32999.7,1,0,-999,-999,-999
"Canis lupaster","C","TEAMS_BIF","G",1,32183.33,1,0,4.98,-999,-999
"Aonyx congicus","C","TEAMS_BIF","G",2,18999.84,1,0,2.62,-999,-999
"Mazama nemorivaga","B","TEAMS_CAX","G",3,16633.17,1,1,1,-999,1
"Marmosa demerarae","B","TEAMS_CAX","S",2,75.75,1,0,6.29,-999,-999
"Herpailurus yagouaroundi","B","TEAMS_CAX","G",3,6875,0,1,2.5,-999,-999
"Toromys grandis","C","TEAMS_CAX","S",2,584,1,0,-999,-999,-999
"Sapajus apella","C","TEAMS_CAX","Ar",6,2500,0,1,1.05,-999,7.9
"Alouatta discolor","C","TEAMS_CAX","Ar",2,6400,0,1,-999,-999,7.4
"Euryoryzomys macconnelli","C","TEAMS_CAX","G",4,58,1,1,-999,-999,1
"Saimiri collinsi","C","TEAMS_CAX","Ar",5,743.24,0,1,1,-999,34.85
"Mico argentatus","C","TEAMS_CAX","Ar",3,440,0,1,1.84,-999,9.5
"Hylaeamys megacephalus","C","TEAMS_CAX","G",4,57,1,1,3.72,-999,1
"Dasyprocta croconota","C","TEAMS_CAX","G",3,3020.02,0,1,1.4,-999,-999
"Herpailurus yagouaroundi","B","TEAMS_COU","G",3,6875,0,1,2.5,-999,-999
"Marmosa regina","B","TEAMS_COU","S",2,118.6,1,0,-999,-999,-999
"Hylaeamys perenensis","C","TEAMS_COU","G",4,57.93,1,1,-999,-999,-999
"Sapajus apella","C","TEAMS_COU","Ar",6,2500,0,1,1.05,-999,7.9
"Monodelphis ronaldi","C","TEAMS_COU","G",5,35,1,0,-999,-999,-999
"Lagothrix lagothricha","C","TEAMS_COU","Ar",4,6299.99,0,1,1.01,-999,33
"Cebus cuscinus","C","TEAMS_COU","Ar",6,2629,0,1,1.01,-999,25
"Euryoryzomys macconnelli","C","TEAMS_COU","G",4,58,1,1,-999,-999,1
"Hylaeamys yunganus","C","TEAMS_COU","G",4,60.5,1,1,-999,-999,-999
"Plecturocebus urubambensis","C","TEAMS_COU","Ar",3,992.41,0,1,1.02,-999,2.5
"Marmosa demerarae","C","TEAMS_COU","S",2,75.75,1,0,6.29,-999,-999
"Leontocebus weddelli","C","TEAMS_COU","Ar",3,462,0,1,1.82,-999,6.3
"Monodelphis peruviana","C","TEAMS_COU","G",5,35,1,0,-999,-999,-999
"Mazama nemorivaga","C","TEAMS_COU","G",3,16633.17,1,1,1,-999,1
"Dasyprocta variegata","C","TEAMS_COU","G",3,3020.02,0,1,1.4,-999,-999
"Euryoryzomys nitidus","C","TEAMS_COU","G",4,55.2,1,1,-999,-999,1
"Mazama nemorivaga","B","TEAMS_CSN","G",3,16633.17,1,1,1,-999,1
"Herpailurus yagouaroundi","B","TEAMS_CSN","G",3,6875,0,1,2.5,-999,-999
"Sapajus apella","C","TEAMS_CSN","Ar",6,2500,0,1,1.05,-999,7.9
"Cebus castaneus","C","TEAMS_CSN","Ar",6,2599.98,0,1,1.01,-999,11.45
"Euryoryzomys macconnelli","C","TEAMS_CSN","G",4,58,1,1,-999,-999,1
"Coendou melanurus","C","TEAMS_CSN","Ar",2,1900,1,0,-999,-999,-999
"Hylaeamys yunganus","C","TEAMS_CSN","G",4,60.5,1,1,-999,-999,-999
"Chiropotes sagulatus","C","TEAMS_CSN","Ar",3,2949.58,0,1,-999,-999,-999
"Marmosa demerarae","C","TEAMS_CSN","S",2,75.75,1,0,6.29,-999,-999
"Hylaeamys megacephalus","C","TEAMS_CSN","G",4,57,1,1,3.72,-999,1
"Herpestes sanguineus","A","TEAMS_KRP","G",3,550,0,1,2.5,-999,-999
"Phataginus tricuspis","B","TEAMS_KRP","S",1,2066.67,1,0,1,-999,-999
"Perodicticus edwardsi","C","TEAMS_KRP","Ar",3,1099.99,1,0,1.09,-999,1
"Caracal aurata","C","TEAMS_KRP","S",1,10650.01,1,1,2.25,-999,-999
"Sciurocheirus alleni","C","TEAMS_KRP","Ar",2,260,1,0,1.29,-999,6
"Galagoides demidoff","C","TEAMS_KRP","Ar",3,66.04,1,0,1.29,-999,5.5
"Galagoides thomasi","C","TEAMS_KRP","Ar",2,117.35,1,0,-999,-999,1
"Phataginus tetradactyla","C","TEAMS_KRP","Ar",1,2749.98,1,0,1.05,-999,-999
"Mazama nemorivaga","B","TEAMS_MAS","G",3,16633.17,1,1,1,-999,1
"Herpailurus yagouaroundi","B","TEAMS_MAS","G",3,6875,0,1,2.5,-999,-999
"Marmosa demerarae","B","TEAMS_MAS","S",2,75.75,1,0,6.29,-999,-999
"Pithecia chrysocephala","C","TEAMS_MAS","Ar",4,1375.5,0,1,1.01,-999,2.7
"Toromys grandis","C","TEAMS_MAS","S",2,584,1,0,-999,-999,-999
"Sapajus apella","C","TEAMS_MAS","Ar",6,2500,0,1,1.05,-999,7.9
"Euryoryzomys macconnelli","C","TEAMS_MAS","G",4,58,1,1,-999,-999,1
"Coendou melanurus","C","TEAMS_MAS","Ar",2,1900,1,0,-999,-999,-999
"Hylaeamys yunganus","C","TEAMS_MAS","G",4,60.5,1,1,-999,-999,-999
"Chiropotes sagulatus","C","TEAMS_MAS","Ar",3,2949.58,0,1,-999,-999,-999
"Hylaeamys megacephalus","C","TEAMS_MAS","G",4,57,1,1,3.72,-999,1
"Muntiacus vaginalis","C","TEAMS_NAK","G",2,15925.79,1,1,1,-999,-999
"Bos gaurus","C","TEAMS_NAK","G",1,8e+05,0,1,1.22,-999,40
"Biswamoyopterus laoensis","C","TEAMS_NAK","Ar",4,1613.3,1,0,-999,-999,-999
"Aonyx cinereus","C","TEAMS_NAK","G",3,3527.59,1,0,1.47,-999,-999
"Philander mondolfii","A","TEAMS_NNN","S",5,585.5,1,1,4.75,-999,1
"Caracal aurata","B","TEAMS_NNN","S",1,10650.01,1,1,2.25,-999,-999
"Phataginus tricuspis","B","TEAMS_NNN","S",1,2066.67,1,0,1,-999,-999
"Smutsia gigantea","B","TEAMS_NNN","G",1,32999.7,1,0,-999,-999,-999
"Piliocolobus oustaleti","C","TEAMS_NNN","Ar",3,8030.75,0,1,1.01,16,24.5
"Perodicticus edwardsi","C","TEAMS_NNN","Ar",3,1099.99,1,0,1.09,-999,1
"Huetia leucorhina","C","TEAMS_NNN","G",1,49.7,1,1,-999,1,1
"Galagoides demidoff","C","TEAMS_NNN","Ar",3,66.04,1,0,1.29,-999,5.5
"Galagoides thomasi","C","TEAMS_NNN","Ar",2,117.35,1,0,-999,-999,1
"Sciurocheirus gabonensis","C","TEAMS_NNN","Ar",2,165.68,1,0,-999,-999,-999
"Hylomyscus walterverheyeni","C","TEAMS_NNN","Ar",3,19.95,1,0,3,-999,-999
"Phataginus tetradactyla","C","TEAMS_NNN","Ar",1,2749.98,1,0,1.05,-999,-999
"Aonyx congicus","C","TEAMS_NNN","G",2,18999.84,1,0,2.62,-999,-999
"Galeopterus variegatus","C","TEAMS_PSH","Ar",1,1112.2,1,0,1,-999,-999
"Maxomys tajuddinii","C","TEAMS_PSH","G",5,56.01,1,0,3,-999,-999
"Aonyx cinereus","C","TEAMS_PSH","G",3,3527.59,1,0,1.47,-999,-999
"Eulemur rufifrons","B","TEAMS_RNF","Ar",2,2394.62,0,1,-999,-999,9.5
"Microgale majori","C","TEAMS_RNF","G",1,7.3,1,1,-999,1,1
"Cheirogaleus grovesi","C","TEAMS_RNF","Ar",3,285.39,1,0,-999,-999,-999
"Avahi peyrierasi","C","TEAMS_RNF","Ar",2,900,1,0,1.01,-999,2
"Procolobus gordonorum","A","TEAMS_UDZ","Ar",2,8591.69,0,1,-999,-999,-999
"Rhynchocyon udzungwensis","A","TEAMS_UDZ","G",1,490,0,1,1.93,-999,-999
"Cephalophus harveyi","B","TEAMS_UDZ","G",3,11999.97,1,0,1,-999,2
"Nesotragus moschatus","B","TEAMS_UDZ","G",2,6499.95,1,0,1,-999,1.5
"Dendrohyrax validus","B","TEAMS_UDZ","Ar",2,2949.99,1,0,1.51,-999,1
"Herpestes sanguineus","C","TEAMS_UDZ","G",3,550,0,1,2.5,-999,-999
"Hylomyscus arcimontensis","C","TEAMS_UDZ","Ar",3,36,1,0,4.61,-999,-999
"Lepus victoriae","C","TEAMS_UDZ","G",1,1763.61,1,0,1.56,-999,-999
"Tragelaphus oryx","C","TEAMS_UDZ","G",2,680000,0,1,-999,50,50
"Acomys ngurui","C","TEAMS_UDZ","G",2,26.5,1,0,2.71,-999,-999
"Paragalago zanzibaricus","C","TEAMS_UDZ","Ar",3,147.35,1,0,1.29,-999,1
"Smutsia temminckii","C","TEAMS_UDZ","G",1,7179.93,1,0,1,-999,1
"Paragalago orinus","C","TEAMS_UDZ","Ar",2,165.68,1,0,-999,-999,-999
"Herpailurus yagouaroundi","B","TEAMS_VB","G",3,6875,0,1,2.5,-999,-999
"Heterogeomys cherriei","C","TEAMS_VB","G",1,225,0,1,-999,-999,-999
"Marmosa alstoni","C","TEAMS_VB","S",2,132.3,1,0,-999,-999,-999
"Handleyomys alfaroi","C","TEAMS_VB","G",4,33.3,1,1,3.59,-999,-999
"Coendou mexicanus","C","TEAMS_VB","Ar",2,2000,1,0,0.98,-999,2
"Sylvilagus gabbi","C","TEAMS_VB","G",1,949.99,1,0,1.9,-999,1
"Transandinomys bolivaris","C","TEAMS_VB","G",4,60.5,1,1,3.23,-999,1
"Nephelomys devius","C","TEAMS_VB","G",4,57.93,1,1,-999,-999,-999
"Cebus imitator","C","TEAMS_VB","Ar",6,2733.32,0,1,1.01,-999,18.15
"Caracal aurata","B","TEAMS_VIR","S",1,10650.01,1,1,2.25,-999,-999
"Herpestes sanguineus","B","TEAMS_VIR","G",3,550,0,1,2.5,-999,-999
"Hylomyscus vulcanorum","C","TEAMS_VIR","Ar",3,36,1,0,4.61,-999,-999
"Dendromus kivu","C","TEAMS_VIR","G",6,13.72,1,0,-999,-999,-999
"Galagoides demidoff","C","TEAMS_VIR","Ar",3,66.04,1,0,1.29,-999,5.5
"Galagoides thomasi","C","TEAMS_VIR","Ar",2,117.35,1,0,-999,-999,1
"Perodicticus ibeanus","C","TEAMS_VIR","Ar",3,1099.99,1,0,1.09,-999,1
"Smutsia gigantea","C","TEAMS_VIR","G",1,32999.7,1,0,-999,-999,-999
